species	species_row	display_name	scientific_name	assembly	assembly_accession	source_database	release	matrix_row	matrix_column	cluster_column	cluster_family	cluster	cluster_name	hox_number	hox_slot	hox_slot_label	slot	gene_symbol	gene_id	gene_version	gene_stable_id_version	gene_source	gene_biotype	seqname	gene_start	gene_end	strand	transcript_id	transcript_version	transcript_stable_id_version	transcript_name	transcript_source	transcript_biotype	transcript_start	transcript_end	transcript_span_bp	protein_id	protein_version	protein_stable_id_version	cds_piece_count	cds_length_bp	initiation_codon_center	coding_midpoint	stop_codon_center	genomic_x_start	genomic_x_middle	genomic_x_end	x	initiation_anchor_source	stop_anchor_source	initiation_anchor_fallback	stop_anchor_fallback	any_anchor_fallback	coding_transcript_candidate_count	protein_coding_transcript_count	eligible_safe_protein_coding_transcript_count	curated_transcript_exclusion_applied	unsafe_merged_transcript_exclusion_applied	excluded_transcript_count	excluded_transcript_ids	excluded_protein_ids	excluded_transcript_assessments	excluded_transcript_reason	selected_is_ensembl_canonical	transcript_selection_rule	codon_anchor_rule	midpoint_rule	mapping_method	mapping_note	xref_conflict_flag	xref_conflict_note	source_url	source_file	source_sha256
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	12	4	Hox12	Hox12	HOXC12	ENSG00000123407	4	ENSG00000123407.4	ensembl_havana	protein_coding	12	53954903	53958956	+	ENST00000243103	4	ENST00000243103.4	HOXC12-201	ensembl_havana	protein_coding	53954903	53958956	4054	ENSP00000243103	3	ENSP00000243103.3	2	846	53954931	53955748	53956565	53954931	53955748	53956565	53955748	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	11	5	Hox11	Hox11	HOXC11	ENSG00000123388	4	ENSG00000123388.4	ensembl_havana	protein_coding	12	53973126	53977643	+	ENST00000546378	1	ENST00000546378.1	HOXC11-202	ensembl_havana	protein_coding	53973126	53977643	4518	ENSP00000446680	1	ENSP00000446680.1	2	912	53973243	53974327.5	53975412	53973243	53974327.5	53975412	53974327.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	10	6	Hox10	Hox10	HOXC10	ENSG00000180818	6	ENSG00000180818.6	ensembl_havana	protein_coding	12	53985065	53990279	+	ENST00001125459	1	ENST00001125459.1	HOXC10-206	havana_tagene	protein_coding	53985140	53990279	5140	ENSP00000795264	1	ENSP00000795264.1	2	825	53985261	53987253.5	53989246	53985261	53987253.5	53989246	53987253.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	4	4	4	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	9	7	Hox9	Hox9	HOXC9	ENSG00000180806	6	ENSG00000180806.6	ensembl_havana	protein_coding	12	53994895	54003337	+	ENST00000508190	2	ENST00000508190.2	HOXC9-203	havana	protein_coding	53995509	54003337	7829	ENSP00000423861	1	ENSP00000423861.1	2	780	54000190	54001431.5	54002673	54000190	54001431.5	54002673	54001431.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	8	8	Hox8	Hox8	HOXC8	ENSG00000037965	7	ENSG00000037965.7	ensembl_havana	protein_coding	12	54008911	54012769	+	ENST00001141970	1	ENST00001141970.1	HOXC8-202	ensembl_havana	protein_coding	54008911	54012769	3859	ENSP00000801260	1	ENSP00000801260.1	2	726	54009286	54010333	54011380	54009286	54010333	54011380	54010333	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	6	10	Hox6	Hox6	HOXC6	ENSG00000197757	9	ENSG00000197757.9	ensembl_havana	protein_coding	12	53990624	54030823	+	ENST00000504315	1	ENST00000504315.1	HOXC6-203	havana	protein_coding	53990624	54028922	38299	ENSP00000424124	1	ENSP00000424124.1	1	155	54028769	54028845	54028921	54028769	54028845	54028921	54028845	explicit_start_codon	terminal_CDS_positional_proxy	FALSE	TRUE	TRUE	5	5	5	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	5	11	Hox5	Hox5	HOXC5	ENSG00000172789	5	ENSG00000172789.5	ensembl_havana	protein_coding	12	54033048	54035361	+	ENST00001142737	1	ENST00001142737.1	HOXC5-202	ensembl_havana	protein_coding	54033048	54035361	2314	ENSP00000806046	1	ENSP00000806046.1	2	666	54033124	54033807.5	54034491	54033124	54033807.5	54034491	54033807.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	C	C	C	C	C	4	12	Hox4	Hox4	HOXC4	ENSG00000198353	9	ENSG00000198353.9	ensembl_havana	protein_coding	12	54015897	54056030	+	ENST00000303406	5	ENST00000303406.5	HOXC4-201	ensembl_havana	protein_coding	54015897	54056030	40134	ENSP00000305973	4	ENSP00000305973.4	2	792	54053924	54054564	54055204	54053924	54054564	54055204	54054564	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	13	3	Hox13	Hox13	HOXD13	ENSG00000128714	7	ENSG00000128714.7	ensembl_havana	protein_coding	2	176092690	176096240	+	ENST00001144981	1	ENST00001144981.1	HOXD13-202	ensembl_havana	protein_coding	176092690	176096240	3551	ENSP00000811539	1	ENSP00000811539.1	2	1029	176092892	176093810.5	176094729	176092892	176093810.5	176094729	176093810.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	12	4	Hox12	Hox12	HOXD12	ENSG00000170178	7	ENSG00000170178.7	ensembl_havana	protein_coding	2	176099795	176102489	+	ENST00000406506	4	ENST00000406506.4	HOXD12-202	ensembl_havana	protein_coding	176099795	176102489	2695	ENSP00000385586	2	ENSP00000385586.2	2	810	176099803	176100281	176100759	176099803	176100281	176100759	176100281	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	11	5	Hox11	Hox11	HOXD11	ENSG00000128713	15	ENSG00000128713.15	ensembl_havana	protein_coding	2	176104216	176109754	+	ENST00001140783	1	ENST00001140783.1	HOXD11-203	ensembl_havana	protein_coding	176105471	176109754	4284	ENSP00000802503	1	ENSP00000802503.1	2	1014	176107357	176108249	176109141	176107357	176108249	176109141	176108249	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	10	6	Hox10	Hox10	HOXD10	ENSG00000128710	7	ENSG00000128710.7	ensembl_havana	protein_coding	2	176108790	176119937	+	ENST00001144475	1	ENST00001144475.1	HOXD10-204	ensembl_havana	protein_coding	176116772	176119937	3166	ENSP00000802502	1	ENSP00000802502.1	2	1020	176116835	176118032.5	176119230	176116835	176118032.5	176119230	176118032.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	9	7	Hox9	Hox9	HOXD9	ENSG00000128709	14	ENSG00000128709.14	ensembl_havana	protein_coding	2	176121229	176127570	+	ENST00001141605	1	ENST00001141605.1	HOXD9-202	ensembl_havana	protein_coding	176121229	176127570	6342	ENSP00000802501	1	ENSP00000802501.1	2	1056	176122770	176123472	176124174	176122770	176123472	176124174	176123472	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	8	8	Hox8	Hox8	HOXD8	ENSG00000175879	10	ENSG00000175879.10	ensembl_havana	protein_coding	2	176129328	176132695	+	ENST00000429017	3	ENST00000429017.3	HOXD8-202	ensembl_havana	protein_coding	176129328	176132695	3368	ENSP00000406045	1	ENSP00000406045.1	2	318	176130920	176131265.5	176131611	176130920	176131265.5	176131611	176131265.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	5	5	5	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	4	12	Hox4	Hox4	HOXD4	ENSG00000170166	7	ENSG00000170166.7	ensembl_havana	protein_coding	2	176151545	176156078	+	ENST00001121748	1	ENST00001121748.1	HOXD4-202	havana_tagene	protein_coding	176151545	176156078	4534	ENSP00000791553	1	ENSP00000791553.1	2	438	176151635	176152173	176152711	176151635	176152173	176152711	176152173	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	3	13	Hox3	Hox3	HOXD3	ENSG00000128652	14	ENSG00000128652.14	ensembl_havana	protein_coding	2	176136078	176174483	+	ENST00000963805	2	ENST00000963805.2	HOXD3-209	havana_tagene	protein_coding	176136078	176174483	38406	ENSP00000633864	1	ENSP00000633864.1	2	1296	176169116	176170694.5	176172273	176169116	176170694.5	176172273	176170694.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	9	9	9	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
human	human	Human	Homo sapiens	GRCh38	GCA_000001405.29	Ensembl	116	human	D	D	D	D	D	1	15	Hox1	Hox1	HOXD1	ENSG00000128645	17	ENSG00000128645.17	ensembl_havana	protein_coding	2	176188659	176190926	+	ENST00001046781	1	ENST00001046781.1	HOXD1-203	havana_tagene	protein_coding	176188659	176190926	2268	ENSP00000716598	1	ENSP00000716598.1	3	810	176188803	176189318.5	176189834	176188803	176189318.5	176189834	176189318.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	4	4	4	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/homo_sapiens/Homo_sapiens.GRCh38.116.chr.gtf.gz	Homo_sapiens.GRCh38.116.chr.gtf.gz	f101fe4b1a350deaf26ab04bb565ba3e638e467fdc14c5c20b989b03edc87e05
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	A	A	A	A	A	13	3	Hox13	Hox13	Hoxa13	ENSMUSG00000038203	24	ENSMUSG00000038203.24	ensembl_havana	protein_coding	6	52234602	52237822	-	ENSMUST00000147595	8	ENSMUST00000147595.8	Hoxa13-201	havana	protein_coding	52234602	52237822	3221	ENSMUSP00000125221	7	ENSMUSP00000125221.7	2	1158	52237758	52236821.5	52235885	52237758	52236821.5	52235885	52236821.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	A	A	A	A	A	11	5	Hox11	Hox11	Hoxa11	ENSMUSG00000038210	12	ENSMUSG00000038210.12	ensembl_havana	protein_coding	6	52219074	52222806	-	ENSMUST00000048026	11	ENSMUST00000048026.11	Hoxa11-201	ensembl_havana	protein_coding	52219074	52222806	3733	ENSMUSP00000040920	9	ENSMUSP00000040920.9	2	939	52222698	52221519.5	52220341	52222698	52221519.5	52220341	52221519.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	1	1	1	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	A	A	A	A	A	10	6	Hox10	Hox10	Hoxa10	ENSMUSG00000000938	13	ENSMUSG00000000938.13	ensembl_havana	protein_coding	6	52208164	52217834	-	ENSMUST00000121043	3	ENSMUST00000121043.3	Hoxa10-201	ensembl_havana	protein_coding	52208164	52217834	9671	ENSMUSP00000112872	2	ENSMUSP00000112872.2	2	282	52217266	52213376.5	52209487	52217266	52213376.5	52209487	52213376.5	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	3	3	3	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	A	A	A	A	A	9	7	Hox9	Hox9	Hoxa9	ENSMUSG00000038227	16	ENSMUSG00000038227.16	ensembl_havana	protein_coding	6	52200080	52208069	-	ENSMUST00000048680	8	ENSMUST00000048680.8	Hoxa9-201	ensembl_havana	protein_coding	52200080	52204350	4271	ENSMUSP00000046939	6	ENSMUSP00000046939.6	2	813	52203083	52202154	52201225	52203083	52202154	52201225	52202154	explicit_start_codon	explicit_stop_codon	FALSE	FALSE	FALSE	2	2	2	FALSE	FALSE	0					TRUE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
mouse	mouse	Mouse	Mus musculus	GRCm39	GCA_000001635.9	Ensembl	116	mouse	A	A	A	A	A	7	9	Hox7	Hox7	Hoxa7	ENSMUSG00000038236	9	ENSMUSG00000038236.9	ensembl_havana	protein_coding	6	52191471	52198834	-	ENSMUST00000150041	4	ENSMUST00000150041.4	Hoxa7-204	havana	protein_coding	52192989	52198834	5846	ENSMUSP00000140519	2	ENSMUSP00000140519.2	2	232	52194218	52193604	52192990	52194218	52193604	52192990	52193604	explicit_start_codon	terminal_CDS_positional_proxy	FALSE	TRUE	TRUE	4	4	4	FALSE	FALSE	0					FALSE	greatest_genomic_span_with_usable_CDS_and_strand;ties_Ensembl_canonical_then_transcript_id	explicit_codon_middle_when_complete_else_terminal_CDS_positional_proxy_in_transcription_order	arithmetic_genomic_midpoint_between_codon_centers	source_gene_symbol	Hox family and number parsed from the Ensembl GTF gene_name.	FALSE		https://ftp.ensembl.org/pub/release-116/gtf/mus_musculus/Mus_musculus.GRCm39.116.chr.gtf.gz	Mus_musculus.GRCm39.116.chr.gtf.gz	b13bd6454a48c38d533e8df31e4f807d0ac93d1b23322921703b971e68cbe88f
